yyyy,mm,tmax,tmin,rain
1923,10,13.6,7.1,99.7
1923,11,6.8,0,34.6
1923,12,7.4,1,60.4
1924,1,7.7,3,80.1
1924,2,6.3,0.4,6.5
1924,3,9.6,-0.2,23.8
1924,4,12.5,3.7,67.6
1924,5,16.9,8,100.6
1924,6,19.1,10.4,69.3
1924,7,20.7,10.9,92.5
1924,8,18.8,10.5,49.8
1924,9,17.4,10.5,108.4
1924,10,14.1,7.3,99
1924,11,10.1,4.8,47.2
1924,12,9.1,4.3,110.1
1925,1,8.4,2.3,40.9
1925,2,9,2.5,86.4
1925,3,8.9,1.5,11.9
1925,4,12.2,3.6,56.6
1925,5,16.8,7.8,68
1925,6,21.5,9.9,1.7
1925,7,22.5,12.3,98.9
1925,8,20.1,12,59.5
1925,9,16.3,7.8,82
1925,10,15.2,6.9,71.4
1925,11,7.7,1.4,47.6
1925,12,6,0.4,51.5
1926,1,7.5,1.5,101
1926,2,10.2,4.7,54.1
1926,3,10.6,3.3,16.8
1926,4,14.1,5.2,68.8
1926,5,15.1,6.6,79.5
1926,6,18.8,9.4,61.9
1926,7,21.6,12.9,67.6
1926,8,21.6,12.1,30.2
1926,9,19.6,11,35.7
1926,10,12.6,4.5,55
1926,11,10,3.6,113.5
1926,12,6.9,1.3,11.3
1927,1,7.8,1.8,60.6
1927,2,7,1.3,97.9
1927,3,11.5,4.4,60.4
1927,4,13.1,4.5,44.1
1927,5,17.7,6.8,21.4
1927,6,17.9,8.8,81.1
1927,7,19.6,12.6,78.4
1927,8,20.1,12.2,105.4
1927,9,16.4,9.6,133.8
1927,10,15,6.8,48.1
1927,11,9.5,3.5,67.1
1927,12,4,0.3,87
1928,1,9,2.2,97.3
1928,2,10.3,2.2,44.9
1928,3,10.6,3.4,39
1928,4,13,4.5,22.5
1928,5,16.5,6.4,14.8
1928,6,18.6,9.1,45.1
1928,7,23.3,12.4,48
1928,8,20.2,11.7,33.3
1928,9,19.2,7.9,16
1928,10,14.8,6.8,83.9
1928,11,11.5,4.6,70.8
1928,12,6.6,0.4,55.8
1929,1,3.7,-1.1,29.8
1929,2,3.3,-3,14.1
1929,3,12.9,-0.1,1.4
1929,4,11.8,2.5,34.3
1929,5,17.1,6.4,28.4
1929,6,18.9,8.9,24.3
1929,7,22.7,11.2,34.8
1929,8,21.2,11.6,25.4
1929,9,23.2,10.7,2.6
1929,10,14.1,6.3,77.7
1929,11,11,3.3,165.9
1929,12,9.2,3.4,131.7
1930,1,9,3.4,73
1930,2,5.4,0.3,13.7
1930,3,9.8,1.8,31
1930,4,12.5,5,55.1
1930,5,15.6,7,54.9
1930,6,21.1,10.8,20.1
1930,7,20.1,11.7,79.5
1930,8,21.2,12,51.9
1930,9,18,10.5,90.8
1930,10,14.6,7.5,32
1930,11,10.2,2.8,106.1
1930,12,7,1.9,76.8
1931,1,6.5,0.8,36.2
1931,2,7.4,1.3,43.7
1931,3,9.2,0.3,3.7
1931,4,11.8,4.7,75.8
1931,5,16.1,7.8,72.8
1931,6,19.5,11,89.7
1931,7,19.6,12.1,80.6
1931,8,19.1,11.2,90.4
1931,9,15.7,8.3,62.9
1931,10,13.4,5.2,18.1
1931,11,11,5.1,90.6
1931,12,7.8,2.8,28.8
1932,1,9.4,3.5,38.3
1932,2,5.8,-0.4,3.5
1932,3,9.6,0.4,54.4
1932,4,11.3,3.8,62.1
1932,5,14.8,7.5,139.1
1932,6,19.2,9.5,14.6
1932,7,20.6,12.7,61.6
1932,8,22.9,13.6,64.7
1932,9,17.7,9.7,66
1932,10,13.1,5.9,120.8
1932,11,9.6,4,31.5
1932,12,8.2,3.5,17.7
1933,1,5.3,-0.7,44.5
1933,2,7.9,1.4,88.6
1933,3,12.9,3.3,60.6
1933,4,14.4,4.5,25.3
1933,5,17.7,8.1,44.9
1933,6,21.4,10.6,34.1
1933,7,23.9,13.6,47.5
1933,8,24.6,12.7,20.5
1933,9,20.6,10.7,52.8
1933,10,14,6.7,36.3
1933,11,8.8,2.8,28.5
1933,12,3.5,-0.7,7.8
1934,1,7.5,0.6,47.8
1934,2,7.5,-0.5,7.7
1934,3,9.6,1.3,45.2
1934,4,12.7,4.5,53
1934,5,17.6,6.9,18
1934,6,21.1,10.6,36.6
1934,7,25.3,12.9,24
1934,8,21.1,11.4,46.2
1934,9,20.2,10.7,61.4
1934,10,14.5,7.6,34.9
1934,11,9.3,3.9,41.4
1934,12,10.5,5.9,142.2
1935,1,7.3,2.5,13.9
1935,2,9.3,2.9,52
1935,3,11.1,2.8,11.4
1935,4,12.6,4.4,91.8
1935,5,15.1,5.4,35.9
1935,6,20,11.2,114.6
1935,7,23.9,12.7,12.9
1935,8,23.4,12.1,45.3
1935,9,18.7,10.2,116.3
1935,10,14,6.1,94.9
1935,11,10.4,4.3,103.1
1935,12,5.6,0.9,78.8
1936,1,7.2,1.7,80.3
1936,2,6.2,-0.3,39.6
1936,3,11,4.1,46.5
1936,4,10.7,2.9,41.8
1936,5,17.1,6.8,10.7
1936,6,20,10.6,91.6
1936,7,19.6,12,87.1
1936,8,22.2,11.7,21
1936,9,18.7,11.3,83.7
1936,10,13.8,5.2,33.6
1936,11,9,2.2,67.7
1936,12,8.5,2.2,50.7
1937,1,8.4,2.5,84.8
1937,2,9.5,3.5,120.3
1937,3,7.7,0.8,77.5
1937,4,13.5,5.8,66.9
1937,5,17.5,8.2,66.7
1937,6,20,10,39.8
1937,7,21.2,12.6,35.2
1937,8,23.6,12.5,11.2
1937,9,19.3,9.1,50.4
1937,10,14.8,7.2,68.6
1937,11,8.6,1.6,31
1937,12,6,0.7,48.5
1938,1,8.8,3.4,67.3
1938,2,8.2,2,21.3
1938,3,15.5,4.3,8.9
1938,4,13,2.5,2.7
1938,5,15.9,6.5,50.1
1938,6,20.3,10.8,24.3
1938,7,21,11.7,30.4
1938,8,21.9,12.6,91.8
1938,9,19,10.1,54.5
1938,10,14.7,7.1,72
1938,11,12.9,6.9,80.6
1938,12,7.2,1.5,73.5
1939,1,7.4,2.3,113
1939,2,9.5,2.8,26.6
1939,3,9.6,2.8,40
1939,4,14.1,4.9,76.8
1939,5,16.3,7.3,30.1
1939,6,19.5,9.7,49.9
1939,7,19.8,12.1,106.2
1939,8,21.5,12.4,42.6
1939,9,19.3,10.8,13.8
1939,10,12.5,5.2,134
1939,11,12.3,6.5,104.3
1939,12,5.6,0.6,36.3
1940,1,1.9,-4.6,74.2
1940,2,5.6,0.2,55.8
1940,3,10.8,2.5,64.3
1940,4,13.9,5,45.2
1940,5,18.6,7.8,38
1940,6,22.6,11.1,15.3
1940,7,20.5,11.1,61
1940,8,22.1,11.1,1.8
1940,9,19.2,8.6,24.1
1940,10,13.9,6,67.1
1940,11,10.3,4.3,175.5
1940,12,6.6,0.8,32.8
1941,1,3,-1.2,64.4
1941,2,7.3,1.3,63.9
1941,3,9.4,1.4,64.5
1941,4,11.2,3.1,26.3
1941,5,14.1,5,43.7
1941,6,21,10.9,52.9
1941,7,23.6,13.1,112.7
1941,8,19.3,11.3,85.1
1941,9,19,10.4,10.6
1941,10,14.7,6.4,28.8
1941,11,10,4.2,66.6
1941,12,8.3,2.7,29.8
1942,1,3.5,-2,87.5
1942,2,2.8,-2.6,16.8
1942,3,9.4,1.9,60.3
1942,4,14.3,5.1,26
1942,5,16.8,6.8,78.8
1942,6,21.5,9.5,4.1
1942,7,20.9,11.8,46.8
1942,8,21.8,12.8,94.2
1942,9,18.6,10,28.4
1942,10,14.6,7.3,89.4
1942,11,8.4,1.9,50
1942,12,9.4,4.7,85.9
1943,1,8.3,2.9,96.5
1943,2,9.5,2.7,23.7
1943,3,11.7,2.2,19.6
1943,4,16.2,6.9,25.7
1943,5,18.2,7.7,57.4
1943,6,20.1,10.3,43
1943,7,23,11.9,25
1943,8,21.8,12.4,56.9
1943,9,18.8,9.2,44
1943,10,15,6.8,62
1943,11,9.6,3.1,35.1
1943,12,6.3,0.7,26
1944,1,9.2,3,36.3
1944,2,6.4,0.9,23.2
1944,3,10.3,1.2,6.5
1944,4,15.8,6.1,36.2
1944,5,18.3,6.5,18.1
1944,6,19,9.6,52.2
1944,7,21.5,13.1,56.2
1944,8,23.2,13,49
1944,9,17.9,8.6,64.8
1944,10,13.2,6.6,85.6
1944,11,9.8,3.6,91
1944,12,6,0.8,40.5
1945,1,3.2,-2,49.9
1945,2,10.9,4.7,46.8
1945,3,13.1,3.9,20.4
1945,4,16.1,5.6,32.6
1945,5,18,8.2,54
1945,6,19.7,10.8,66.2
1945,7,22.1,12.8,52
1945,8,21.3,11.7,37.2
1945,9,18.6,11.5,47.5
1945,10,16.5,8,69.4
1945,11,10,4.4,4.8
1945,12,8.1,2.5,88.9
1946,1,5.9,0.1,35.2
1946,2,9.4,4,56.1
1946,3,9.6,1.3,24.4
1946,4,16.1,5,34.4
1946,5,15.7,6.2,78.6
1946,6,18.1,9.5,58.3
1946,7,22.3,12.7,32.2
1946,8,20.1,11.4,92.2
1946,9,18.4,11,85.4
1946,10,13.7,7.1,20.2
1946,11,11.2,5.7,114.1
1946,12,6.2,-0.1,53.8
1947,1,4.9,-0.6,35.2
1947,2,-0.2,-4.4,42.5
1947,3,7.7,1.3,132.9
1947,4,13.8,5.2,47
1947,5,19.2,9,47.9
1947,6,21.5,11.4,27.4
1947,7,22.6,13.6,43.2
1947,8,25.8,13.1,15
1947,9,20.7,11.1,29.3
1947,10,15.8,5.6,10.5
1947,11,10.9,4.6,32.2
1947,12,8.1,2.8,44.9
1948,1,9.1,3.2,127.3
1948,2,7.9,2.2,22.6
1948,3,14,3.5,18.5
1948,4,14.8,4.4,42.6
1948,5,17.5,6.5,126
1948,6,18.5,9.9,53.7
1948,7,21.1,12.1,21.7
1948,8,20.1,11.9,87.3
1948,9,19.1,10.7,63.1
1948,10,14.3,6.4,59.3
1948,11,10.5,4.2,38.3
1948,12,9.1,3.4,68.7
1949,1,8.6,3.1,23.4
1949,2,10.3,1.6,25.8
1949,3,9,1.7,43.2
1949,4,15.5,6.1,33.4
1949,5,16.7,6.6,61.4
1949,6,21.6,10.3,11.7
1949,7,24.7,12.8,23
1949,8,22.9,12.6,37.7
1949,9,22,12.5,58.3
1949,10,16.3,8.4,161.8
1949,11,9.9,3.4,64.2
1949,12,9.1,3.3,34.6
1950,1,6.9,1.5,14.2
1950,2,9.5,2.8,103.9
1950,3,12.2,3.6,22.3
1950,4,12.5,4.2,54.4
1950,5,16,7.1,55.5
1950,6,22.1,11.8,39.1
1950,7,20.8,12.5,135.5
1950,8,20.8,12.2,77.6
1950,9,17.3,10,73
1950,10,13.4,6.6,12.9
1950,11,8.7,4,112.3
1950,12,3.7,-0.7,33.3
1951,1,7.1,2,78
1951,2,6.9,1.4,87.5
1951,3,8,1.6,90.2
1951,4,12,2.9,64.8
1951,5,14.5,6.5,53.4
1951,6,19.7,9.4,35.9
1951,7,22.3,12.1,34.2
1951,8,19.9,11.7,93.7
1951,9,18.8,10.7,125.1
1951,10,13.8,5,22.9
1951,11,11.7,6.2,132.1
1951,12,9,3,39.8
1952,1,6,0.3,46.4
1952,2,6.9,0.3,13.3
1952,3,10.5,3.9,61.1
1952,4,15.2,5.4,41.2
1952,5,19.1,9.5,56.6
1952,6,20.5,10.5,34
1952,7,23,12.9,7.5
1952,8,21.1,12.6,108.5
1952,9,15.7,7.2,43
1952,10,12.9,5.6,95.5
1952,11,7,1.3,96.8
1952,12,6,-0.6,55.2
1953,1,5.4,0.8,21.8
1953,2,7.3,1.1,40.4
1953,3,10.8,0.3,17.2
1953,4,12.5,3.5,53
1953,5,17.9,8.2,42.8
1953,6,18.7,10.5,40.5
1953,7,20.4,11.7,82.1
1953,8,21.7,12.2,74.1
1953,9,18.6,10,47.3
1953,10,14,6.5,56
1953,11,11.3,5.9,39.7
1953,12,9.5,5,18
1954,1,5.6,0.3,33
1954,2,6.5,0.2,59.7
1954,3,10.1,2.9,64.4
1954,4,12.8,2.8,10.1
1954,5,15.9,7.2,53.3
1954,6,17.9,10.3,92.3
1954,7,18.6,11.3,55.8
1954,8,19.2,11.3,80.1
1954,9,17.6,9.4,66.3
1954,10,15.8,9.3,54.9
1954,11,10.9,3.8,112.2
1954,12,9.6,4.4,51.4
1955,1,5.4,0.3,62.7
1955,2,4.5,-1.1,36.3
1955,3,7.5,-0.4,36.5
1955,4,14.6,5.6,16.6
1955,5,14.6,6,113.5
1955,6,19.3,10.1,107.4
1955,7,23.7,12.6,7.4
1955,8,24.3,13.6,11.5
1955,9,19.4,10,38.3
1955,10,13.9,5.4,40.1
1955,11,10.4,3.7,35.4
1955,12,9.4,2.2,79.1
1956,1,6.7,1,99.5
1956,2,2.5,-3.5,11.4
1956,3,10.8,2.2,17.3
1956,4,12.2,2.6,48.1
1956,5,18.2,7.1,8.5
1956,6,17.9,9.6,62.7
1956,7,20.9,12.5,62
1956,8,18.4,10.6,114.9
1956,9,18.4,11.1,60
1956,10,13.6,5.8,45.9
1956,11,9.1,2.9,19.7
1956,12,8.2,3.5,80.7
1957,1,8.6,3,41
1957,2,9.1,3.2,71.7
1957,3,13.6,5.9,43.1
1957,4,13.5,5.1,9.9
1957,5,15.4,6.2,42.4
1957,6,22.2,10.1,55.7
1957,7,21.5,13.4,85.4
1957,8,20.4,12.1,95.9
1957,9,16.9,9.7,101.5
1957,10,15.4,7.6,52.6
1957,11,8.8,3.7,50.5
1957,12,7.4,1.6,64.4
1958,1,6.6,1,90.2
1958,2,9,2.3,65.4
1958,3,7.8,0.9,34.6
1958,4,12.1,3.6,27.5
1958,5,16.4,7.9,54.4
1958,6,19.1,10.7,84.2
1958,7,20.8,12.3,63.6
1958,8,20.2,12.7,67.3
1958,9,19.3,11.8,80.3
1958,10,14.4,8.1,72.5
1958,11,9.3,4.2,76.7
1958,12,7.4,2.7,83.5
1959,1,4.9,-0.6,94.1
1959,2,7.1,1.3,2.2
1959,3,11.4,4.1,86.6
1959,4,14.2,6.3,52.2
1959,5,18.3,7.7,25.8
1959,6,21,10.9,25.2
1959,7,23.9,12.8,64.9
1959,8,23.3,13,44
1959,9,21.8,9.4,5.4
1959,10,17.3,7.8,49.1
1959,11,10.6,3.7,44.9
1959,12,9.2,3.4,124
1960,1,6.5,1.6,82.3
1960,2,7.5,1.9,50.6
1960,3,9.8,3.9,24.9
1960,4,14,4.8,16.9
1960,5,17.8,8.8,61.4
1960,6,21.8,11.9,111
1960,7,19.6,11.9,110.1
1960,8,20,11.4,50.5
1960,9,17.8,9.8,104.8
1960,10,13.8,7.9,138.6
1960,11,10.8,4.7,106.1
1960,12,6.6,2.2,107.5
1961,1,6.6,1.8,86.1
1961,2,10.3,4.9,53.4
1961,3,13.6,3.7,4.5
1961,4,14.4,7,75.9
1961,5,16.3,7.2,28
1961,6,20.9,10.2,33.9
1961,7,21.1,11.9,54.3
1961,8,21.1,12,59.1
1961,9,20.4,11.5,56.9
1961,10,15,7.5,67.7
1961,11,9.2,3.1,36.9
1961,12,5.3,-0.3,97.8
1962,1,7.5,1.6,94.7
1962,2,7.5,1.6,10.3
1962,3,7.3,-0.7,32.4
1962,4,12,4.5,50.7
1962,5,14.8,7,38.6
1962,6,19.8,9.3,5.5
1962,7,20.2,11.8,54.6
1962,8,19.4,11.6,96.1
1962,9,17,9.5,115
1962,10,14.8,6.8,29.6
1962,11,8.3,2.8,55.1
1962,12,4.2,-1.6,50.4
1963,1,-0.2,-5.8,27.9
1963,2,1.7,-3.1,10.4
1963,3,9.8,3.1,75.9
1963,4,13.2,5.7,50.4
1963,5,15.6,6.9,43.6
1963,6,19.9,11,65.9
1963,7,20.4,11.4,48
1963,8,18.7,11.2,81.4
1963,9,17.6,9.7,58
1963,10,14.8,8.4,44.4
1963,11,11.4,6.3,115.4
1963,12,4.9,0,18.6
1964,1,5.6,1.1,13
1964,2,7.4,2.5,22.2
1964,3,7.2,2.1,92.6
1964,4,12.7,5.6,59.5
1964,5,18.6,9.3,44.4
1964,6,18.6,10.7,49.3
1964,7,22,12.7,21.2
1964,8,21.7,11.8,14.6
1964,9,20.6,9.6,15.5
1964,10,13.3,4.9,17.5
1964,11,10.5,5,25
1964,12,6.8,0.7,43.7
1965,1,6.4,1.2,56
1965,2,5.6,0.5,5.8
1965,3,10.1,1.8,44.2
1965,4,13.1,4.5,49.4
1965,5,16.3,8.4,63.8
1965,6,19.1,10.8,53.4
1965,7,18.5,11,90
1965,8,20.1,11,61.7
1965,9,16.9,9.1,75.4
1965,10,15.2,7,12
1965,11,8,1.9,51.2
1965,12,8.1,2.4,95.5
1966,1,5,0.8,30.8
1966,2,9,4.6,74.9
1966,3,10.7,3.2,9.9
1966,4,11.1,5,81.7
1966,5,16.3,7.2,54
1966,6,20.8,11.3,56.6
1966,7,19.8,11.7,80.9
1966,8,19.9,11.1,78.8
1966,9,18.5,10.3,52.5
1966,10,14.2,7.9,122.7
1966,11,8.3,2.9,28
1966,12,9.1,3,80.4
1967,1,7.2,2.6,35.5
1967,2,8.9,2.9,64.3
1967,3,11.1,4.2,30.7
1967,4,12,4.7,40.4
1967,5,15.6,7.5,85.6
1967,6,19.5,9.9,49.3
1967,7,22.7,13.1,76.6
1967,8,20.7,12.3,44
1967,9,17.7,10.9,59.4
1967,10,14.2,8.8,121.7
1967,11,8.9,3,29.2
1967,12,7.1,2,63.3
1968,1,7.3,2,57.9
1968,2,4.7,-0.1,26.8
1968,3,10.8,3.6,19.5
1968,4,13,4.4,46.1
1968,5,14.5,6.7,66.2
1968,6,19.9,11.4,69.2
1968,7,19.7,12,141.6
1968,8,19.4,12.3,91.7
1968,9,18,11.1,108.3
1968,10,15.8,10.6,67.7
1968,11,8.9,4.6,54.5
1968,12,5.1,1.1,63.6
1969,1,8.6,3.6,74.9
1969,2,4.2,-0.9,39.9
1969,3,7.3,1.1,48.3
1969,4,13.1,3.7,37
1969,5,16.4,8.3,88.8
1969,6,19.9,9.5,20.7
1969,7,23.2,13.1,49
1969,8,21.3,13.2,87.9
1969,9,17.7,10.8,32.8
1969,10,16.7,9.9,5
1969,11,9,3.2,52
1969,12,6,1.2,72.9
1970,1,6.6,1.9,66.6
1970,2,6.6,0.6,49.2
1970,3,7.6,0.6,45.8
1970,4,11.3,3.8,75.9
1970,5,18.8,8.7,22.9
1970,6,22.4,11.6,43
1970,7,20.4,11.9,42.3
1970,8,21,12.2,51.9
1970,9,19.4,11.2,40.3
1970,10,15,7.4,19.5
1970,11,11.4,5.6,150.3
1970,12,6.7,1.8,33.9
1971,1,7.2,2.5,105.3
1971,2,7.9,1.5,22.1
1971,3,8.7,2.2,42.9
1971,4,12,4.3,44.8
1971,5,17.3,7.4,46.3
1971,6,16.7,9.4,135.8
1971,7,23.2,13.1,37.3
1971,8,20.3,12.7,133.2
1971,9,19.5,9.8,13.4
1971,10,15.8,7.4,74.2
1971,11,9.8,3,61.3
1971,12,8.7,4.6,24
1972,1,6.4,2,60.5
1972,2,7,2.5,50.8
1972,3,11.8,2.8,63.2
1972,4,12.2,5.4,45.8
1972,5,15.1,7.4,49.8
1972,6,16.6,8.8,55.8
1972,7,21,11.8,23.3
1972,8,20.7,11.6,29.8
1972,9,16.5,8.3,31
1972,10,14.8,7.4,25.9
1972,11,9.5,3.8,65.8
1972,12,8.7,3.5,74
1973,1,6.8,2.1,24.4
1973,2,7.7,1.3,15
1973,3,11,2.1,10.8
1973,4,12.1,4.2,42.4
1973,5,16.2,8.1,71.2
1973,6,20.9,10.9,109.3
1973,7,20.8,12.2,60
1973,8,22.5,12.8,28.8
1973,9,19.7,11,32.7
1973,10,12.8,5.5,40.8
1973,11,9.8,3.2,28.3
1973,12,8.3,2.3,30.9
1974,1,9.3,3.6,65
1974,2,8.7,3.1,77.7
1974,3,9.3,2.4,36.7
1974,4,13,3.8,4.2
1974,5,16.1,6.8,31.6
1974,6,19.1,10.1,78.7
1974,7,20.1,12.2,41.7
1974,8,20.6,11.3,97.2
1974,9,16.5,9.1,156.1
1974,10,11,4.9,66.4
1974,11,10.1,5,95.1
1974,12,10.6,5.9,33.4
1975,1,9.8,4.6,69.4
1975,2,7.9,1.8,29.7
1975,3,7.8,2.5,95.2
1975,4,12.8,5.3,46.9
1975,5,14.3,6.4,49
1975,6,21.5,9.4,18
1975,7,23.8,13.4,34.1
1975,8,25.1,14.1,30.2
1975,9,18.7,9.9,95.3
1975,10,14.2,6.5,11
1975,11,9.8,2.5,37.9
1975,12,7.5,1.7,21.7
1976,1,8.5,3.4,18.9
1976,2,7.5,2.3,18.8
1976,3,9,1.7,16
1976,4,12.9,4.1,8.1
1976,5,17.8,8.3,44.2
1976,6,24.4,12.6,17.1
1976,7,25.9,13.2,14.3
1976,8,24.4,11.4,23.9
1976,9,18.1,10.5,90.7
1976,10,14.1,8.3,99.5
1976,11,9.2,3.4,55.9
1976,12,4.6,-0.4,101.8
1977,1,5.4,0.7,75.9
1977,2,8.9,3.3,114.4
1977,3,10.5,4.3,59.8
1977,4,11.6,3.8,40.7
1977,5,15.7,6.1,43.1
1977,6,16.7,8.5,86.9
1977,7,21,12,5.8
1977,8,19.7,12.2,129
1977,9,17.5,10.4,7.8
1977,10,15.4,8.3,32.8
1977,11,9.6,3.8,46.6
1977,12,8.9,3.9,67.8
1978,1,6.2,0.7,68.2
1978,2,5.5,0.4,45.6
1978,3,10.8,3.3,52.3
1978,4,10.2,3.3,45.2
1978,5,17,7.1,48.5
1978,6,19.1,9.6,39.9
1978,7,20,11.5,82.4
1978,8,20.2,11.4,32.6
1978,9,19.1,10.6,24.4
1978,10,16.2,8.1,5.4
1978,11,11.6,5.5,22.8
1978,12,7.1,2.2,109.5
1979,1,3.2,-3.1,56.8
1979,2,3.8,-0.9,56.2
1979,3,8.4,2.1,110.3
1979,4,12.3,4.8,38.9
1979,5,15.2,6.8,124.8
1979,6,19,10.7,43.6
1979,7,22.5,13,16.6
1979,8,20.3,11.7,60.8
1979,9,18.6,9.6,17
1979,10,15.5,8,59.8
1979,11,10.5,3.9,39.4
1979,12,8.9,3.8,127.7
1980,1,5.3,-0.3,36.7
1980,2,9.5,3.2,39.8
1980,3,8.5,2.3,69.8
1980,4,13.7,4.9,14.1
1980,5,16.6,6.3,35.5
1980,6,19,10.7,89.4
1980,7,19.7,11.2,59.5
1980,8,21.2,12.8,63.6
1980,9,19.2,12.2,65.6
1980,10,13,6,84.9
1980,11,9.1,4.4,42.5
1980,12,8.5,2.9,32.9
1981,1,7.3,2.4,39.2
1981,2,6.2,0.2,20.9
1981,3,11.1,6.4,129.7
1981,4,12,4.4,43.9
1981,5,15.7,8.2,87.7
1981,6,18.1,10.4,26.1
1981,7,21.3,12.3,34
1981,8,22.2,12.7,38.8
1981,9,19.8,11,92.5
1981,10,12.3,5.7,64.7
1981,11,10.8,4.9,31.4
1981,12,3.6,-2,74
1982,1,5.5,-0.1,57.2
1982,2,7.9,2.7,32
1982,3,10.3,2.9,96.2
1982,4,13.8,4.9,27.4
1982,5,17.5,7.2,35.9
1982,6,21.3,12.7,69.4
1982,7,22,12.8,23.5
1982,8,21.2,12.9,37.9
1982,9,20.1,10.6,51.9
1982,10,13.6,7.8,83.4
1982,11,10.8,6.1,77.3
1982,12,7.7,1.9,62.4
1983,1,9.8,4.7,45.7
1983,2,4.8,-0.7,23.8
1983,3,10.3,3.3,42.5
1983,4,11.8,3.7,89.5
1983,5,14.8,7.8,106.3
1983,6,19.6,11,19.4
1983,7,26.8,15.4,21.7
1983,8,23.5,13.3,24
1983,9,18,11.1,59.4
1983,10,14.3,7.7,53
1983,11,10.4,5.2,42.6
1983,12,8.7,3.2,49.8
1984,1,7.5,1.5,81.5
1984,2,6.4,1,35.4
1984,3,8.2,2.4,50.3
1984,4,13.9,3.4,1.6
1984,5,14.5,6,72
1984,6,20.8,10.8,30
1984,7,23.9,12.2,13.6
1984,8,23.6,13.6,32.7
1984,9,17.9,11.2,91.1
1984,10,15,8.6,54.4
1984,11,11.3,6,101.6
1984,12,8.3,2.7,44.5
1985,1,3.9,-1.9,44.4
1985,2,5.5,-0.8,34.7
1985,3,8.9,1.4,36.7
1985,4,13.1,5.1,32.7
1985,5,15.7,7.3,80.5
1985,6,17.5,9,122.5
1985,7,21.6,12.7,45.8
1985,8,19,12.1,67
1985,9,19.4,11.2,19.4
1985,10,14.5,7.9,29.1
1985,11,7.4,1.7,41.1
1985,12,9.4,5.1,108.1
1986,1,6.7,1.1,67.3
1986,2,1,-4.1,7.3
1986,3,9.2,2.1,58
1986,4,10.2,3.1,70.4
1986,5,15.7,8,70.7
1986,6,20.6,10.5,22.3
1986,7,21.5,12.8,37.1
1986,8,18.4,11,114.3
1986,9,16.6,7.5,39
1986,10,15.3,7.8,75.1
1986,11,11.4,5.4,78.4
1986,12,9.2,3.8,64.2
1987,1,3,-1.4,9.9
1987,2,7.1,1,34
1987,3,8.2,1.5,53.9
1987,4,15.2,6.6,51.4
1987,5,15.2,6.5,48.7
1987,6,17.8,10.4,86
1987,7,21.2,12.7,29.3
1987,8,21,12.5,34
1987,9,18.6,10.9,25.4
1987,10,14,6.7,138.8
1987,11,9,4.3,58.2
1987,12,8,3.7,26
1988,1,8.1,3.3,100
1988,2,8.1,2.3,33.8
1988,3,10.2,3.8,59.1
1988,4,12.6,4.6,30.2
1988,5,17.1,7.8,32
1988,6,18.7,10.3,59.6
1988,7,18.9,11.6,96.5
1988,8,20.4,11.9,38.8
1988,9,17.9,10.4,39.6
1988,10,14.5,8,38.6
1988,11,9.1,1.6,29.5
1988,12,10.1,5.4,13.4
1989,1,9.1,3.6,33.4
1989,2,9.9,3,55.1
1989,3,12,4.6,47
1989,4,11,3.6,63.8
1989,5,19.7,8.6,29.2
1989,6,20.8,10.5,45.9
1989,7,24.9,14,29.4
1989,8,23.4,12.4,43.3
1989,9,19.9,11.9,23.8
1989,10,15.9,8.9,53.9
1989,11,9.8,3.2,32.5
1989,12,8.2,3.3,141.5
1990,1,10,4.5,75
1990,2,11.3,5.3,94.2
1990,3,12.7,5,18.4
1990,4,13.7,3.3,20.4
1990,5,19.2,7.8,8.7
1990,6,18.2,10.7,48.8
1990,7,23.8,12.2,17.7
1990,8,24.7,14,26.5
1990,9,18.7,9.4,41.1
1990,10,15.8,9.3,45.9
1990,11,9.8,4.3,20
1990,12,6.9,1.7,56.3
1991,1,6.4,1.2,60.9
1991,2,4.7,-1.6,20.5
1991,3,11.5,5.1,46.1
1991,4,12.2,4.6,56.3
1991,5,15.3,7.4,8.6
1991,6,16.8,9,74.8
1991,7,22.2,13.7,92.8
1991,8,23.2,13.3,11.6
1991,9,20.2,10.6,42.9
1991,10,13.4,7.3,34.2
1991,11,9.9,4.5,62.2
1991,12,7,1.6,15.9
1992,1,5.9,1.5,30.4
1992,2,8.9,2.1,22
1992,3,11,4.8,47.7
1992,4,13.2,5.6,57.7
1992,5,19.7,9.1,62.2
1992,6,21.4,11.7,43.4
1992,7,21.1,13.5,70.1
1992,8,20.3,12.8,108.9
1992,9,17.6,10.8,106.9
1992,10,11.2,5.2,75.7
1992,11,10.9,4.7,119.9
1992,12,6.4,1.3,50.7
1993,1,9.6,3.5,82.4
1993,2,7.1,2.4,7.1
1993,3,11,3.9,32.7
1993,4,13.2,6.6,69.2
1993,5,16.6,8,56.6
1993,6,20.7,11.5,40.1
1993,7,20.8,12.3,51.3
1993,8,20.5,11.1,26.7
1993,9,16.7,9.3,96.1
1993,10,11.9,6,112.4
1993,11,8,2.6,51
1993,12,8.7,3.4,98
1994,1,8.5,3.3,82.2
1994,2,6.7,1.3,62.4
1994,3,11.7,5.3,41.9
1994,4,12.5,5.1,52
1994,5,15.3,7.6,84.5
1994,6,20.6,11,13.5
1994,7,24.8,13.8,54.2
1994,8,21.1,13,52.5
1994,9,16.6,10.4,62.6
1994,10,14.1,6.9,67.4
